[dotenv@17.2.3] injecting env (20) from .env.local -- tip: 🔑 add access controls to secrets: https://dotenvx.com/ops
code;name;category;financial_account_code;product_type;scope;is_active;default_price;currency
PROD-1117;PC Product Discounts for DSD Clinics 2025  - Christina Becker;Clinic Fee;;service;GLOBAL;true;6396.98;EUR
PROD-1118;PC Product Discounts for DSD Clinics 2025  - Christine Oh - Smile with Dr. Oh;Clinic Fee;;service;GLOBAL;true;54087.5;EUR
PROD-1119;PC Product Discounts for DSD Clinics 2025  - Clareo Inc.;Clinic Fee;;service;GLOBAL;true;30597.25;EUR
PROD-1120;PC Product Discounts for DSD Clinics 2025  - Cobus Verster;Clinic Fee;;service;GLOBAL;true;8255.56;EUR
PROD-1121;PC Product Discounts for DSD Clinics 2025  - DANIEL FERNANDEZ DE LA BALLINA;Clinic Fee;;service;GLOBAL;true;4562.88;EUR
PROD-1122;PC Product Discounts for DSD Clinics 2025  - David Alfi - Alfi Oral Surgery;Clinic Fee;;service;GLOBAL;true;375;EUR
PROD-1123;PC Product Discounts for DSD Clinics 2025  - Diana Torres - Artful Dentistry;Clinic Fee;;service;GLOBAL;true;3755.5;EUR
PROD-1124;PC Product Discounts for DSD Clinics 2025  - Douglas Walker - Dental Wellness;Clinic Fee;;service;GLOBAL;true;100;EUR
PROD-1125;PC Product Discounts for DSD Clinics 2025  - Dr. Monika Chaba;Clinic Fee;;service;GLOBAL;true;276.41;EUR
PROD-1126;PC Product Discounts for DSD Clinics 2025  - Dr. Raquel Reis;Clinic Fee;;service;GLOBAL;true;3509;EUR
PROD-1127;PC Product Discounts for DSD Clinics 2025  - Dr. Suzanne Tack - Lux Dental;Clinic Fee;;service;GLOBAL;true;780;EUR
PROD-1128;PC Product Discounts for DSD Clinics 2025  - Dwayne Bodie;Clinic Fee;;service;GLOBAL;true;8559.9;EUR
PROD-1129;PC Product Discounts for DSD Clinics 2025  - Elaine Halley;Clinic Fee;;service;GLOBAL;true;329.06;EUR
PROD-1130;PC Product Discounts for DSD Clinics 2025  - Fadi Yassmin;Clinic Fee;;service;GLOBAL;true;2103.08;EUR
PROD-1131;PC Product Discounts for DSD Clinics 2025  - Gustavo de Oliveira - Lake Lucerne Lifestyle Dentistry;Clinic Fee;;service;GLOBAL;true;1710;EUR
PROD-1132;PC Product Discounts for DSD Clinics 2025  - Ilona P Fotek DMD PLLC;Clinic Fee;;service;GLOBAL;true;8105;EUR
PROD-1133;PC Product Discounts for DSD Clinics 2025  - Ironwood Dental;Clinic Fee;;service;GLOBAL;true;34140;EUR
PROD-1134;PC Product Discounts for DSD Clinics 2025  - Jacqueline Lo;Clinic Fee;;service;GLOBAL;true;1422.5;EUR
PROD-1135;PC Product Discounts for DSD Clinics 2025  - Jade Gan - Genuine Smiles;Clinic Fee;;service;GLOBAL;true;917.5;EUR
PROD-1136;PC Product Discounts for DSD Clinics 2025  - Jameel Gardee;Clinic Fee;;service;GLOBAL;true;2182.05;EUR
PROD-1137;PC Product Discounts for DSD Clinics 2025  - Jan Kielhorn;Clinic Fee;;service;GLOBAL;true;2922.08;EUR
PROD-1138;PC Product Discounts for DSD Clinics 2025  - Jeanette Garner;Clinic Fee;;service;GLOBAL;true;8650.69;EUR
PROD-1139;PC Product Discounts for DSD Clinics 2025  - Jimmi Patel;Clinic Fee;;service;GLOBAL;true;5765.18;EUR
PROD-1140;PC Product Discounts for DSD Clinics 2025  - Jo Tan;Clinic Fee;;service;GLOBAL;true;4539.1;EUR
PROD-1141;PC Product Discounts for DSD Clinics 2025  - Jose Menacho;Clinic Fee;;service;GLOBAL;true;368.55;EUR
PROD-1142;PC Product Discounts for DSD Clinics 2025  - JOSEPH FIELD - PCCD;Clinic Fee;;service;GLOBAL;true;860;EUR
PROD-1143;PC Product Discounts for DSD Clinics 2025  - Karen Baghdasaryn - Viva Smile;Clinic Fee;;service;GLOBAL;true;11030.9;EUR
PROD-1144;PC Product Discounts for DSD Clinics 2025  - Karla Soto - Smile Institute;Clinic Fee;;service;GLOBAL;true;1639.75;EUR
PROD-1145;PC Product Discounts for DSD Clinics 2025  - KATHRINE Trelles;Clinic Fee;;service;GLOBAL;true;696.15;EUR
PROD-1146;PC Product Discounts for DSD Clinics 2025  - Katie To DDS Pllc;Clinic Fee;;service;GLOBAL;true;35568;EUR
PROD-1147;PC Product Discounts for DSD Clinics 2025  - Keith Cohen;Clinic Fee;;service;GLOBAL;true;5802.62;EUR
PROD-1148;PC Product Discounts for DSD Clinics 2025  - Kenneth Hovden;Clinic Fee;;service;GLOBAL;true;8579.45;EUR
PROD-1149;PC Product Discounts for DSD Clinics 2025  - Kristen Donohue;Clinic Fee;;service;GLOBAL;true;1325;EUR
PROD-1150;PC Product Discounts for DSD Clinics 2025  - Kristen Ritzau - Shoreline Dental Studio;Clinic Fee;;service;GLOBAL;true;1375;EUR
PROD-1151;PC Product Discounts for DSD Clinics 2025  - Lennard Bertram;Clinic Fee;;service;GLOBAL;true;30550.16;EUR
PROD-1152;PC Product Discounts for DSD Clinics 2025  - Linty John-Varghese - Ohio Holistic Dental Center;Clinic Fee;;service;GLOBAL;true;780;EUR
PROD-1153;PC Product Discounts for DSD Clinics 2025  - Lynelle Zabel - Highlands Ranch Dental Care;Clinic Fee;;service;GLOBAL;true;984;EUR
PROD-1154;PC Product Discounts for DSD Clinics 2025  - Mackenzie Naylor - Confluence Dental;Clinic Fee;;service;GLOBAL;true;890;EUR
PROD-1155;PC Product Discounts for DSD Clinics 2025  - Maria Cárdenas DMD;Clinic Fee;;service;GLOBAL;true;31580;EUR
PROD-1156;PC Product Discounts for DSD Clinics 2025  - Marten Jan Lindeman;Clinic Fee;;service;GLOBAL;true;10999.46;EUR
PROD-1157;PC Product Discounts for DSD Clinics 2025  - Martin Martma;Clinic Fee;;service;GLOBAL;true;6872.14;EUR
PROD-1158;PC Product Discounts for DSD Clinics 2025  - Matt O'Shea;Clinic Fee;;service;GLOBAL;true;2840;EUR
PROD-1159;PC Product Discounts for DSD Clinics 2025  - Mauricio Figueredo - Clinica PEBE;Clinic Fee;;service;GLOBAL;true;328.55;EUR
PROD-1160;PC Product Discounts for DSD Clinics 2025  - Meadowbrook Dental Care;Clinic Fee;;service;GLOBAL;true;23357;EUR
PROD-1161;PC Product Discounts for DSD Clinics 2025  - Meggie Graham - Lake Park Dental;Clinic Fee;;service;GLOBAL;true;1560;EUR
PROD-1162;PC Product Discounts for DSD Clinics 2025  - Melinda Cheung;Clinic Fee;;service;GLOBAL;true;22532.74;EUR
PROD-1163;PC Product Discounts for DSD Clinics 2025  - Michael Katsaros;Clinic Fee;;service;GLOBAL;true;1687.5;EUR
PROD-1164;PC Product Discounts for DSD Clinics 2025  - My Dentist for Life - Saba Rizvi;Clinic Fee;;service;GLOBAL;true;195;EUR
PROD-1165;PC Product Discounts for DSD Clinics 2025  - NARCISO CARRERO DE CASTRO;Clinic Fee;;service;GLOBAL;true;6597.41;EUR
PROD-1166;PC Product Discounts for DSD Clinics 2025  - Navin Vithal;Clinic Fee;;service;GLOBAL;true;7403.77;EUR
PROD-1167;PC Product Discounts for DSD Clinics 2025  - OLIVIER DUPONT;Clinic Fee;;service;GLOBAL;true;35152.65;EUR
PROD-1168;PC Product Discounts for DSD Clinics 2025  - Priyank Taneja - Back Bay Dental Associates;Clinic Fee;;service;GLOBAL;true;2340;EUR
PROD-1169;PC Product Discounts for DSD Clinics 2025  - Publio Silfa - Silfa Dental Aesthetic;Clinic Fee;;service;GLOBAL;true;19910;EUR
PROD-1170;PC Product Discounts for DSD Clinics 2025  - Ramesh Kare - Westford Smiles Dental Center;Clinic Fee;;service;GLOBAL;true;5110;EUR
PROD-1171;PC Product Discounts for DSD Clinics 2025  - Reynolds Lawnin - Tanglewood Dental Associates;Clinic Fee;;service;GLOBAL;true;5953.75;EUR
PROD-1172;PC Product Discounts for DSD Clinics 2025  - Ryan Braden - Braden Dental;Clinic Fee;;service;GLOBAL;true;4572.25;EUR
PROD-1173;PC Product Discounts for DSD Clinics 2025  - Salathe Dental;Clinic Fee;;service;GLOBAL;true;2092.5;EUR
PROD-1174;PC Product Discounts for DSD Clinics 2025  - Sanju Jose - Columbia Center;Clinic Fee;;service;GLOBAL;true;160;EUR
PROD-1175;PC Product Discounts for DSD Clinics 2025  - Shahram Bahrami - Supertooth;Clinic Fee;;service;GLOBAL;true;5300;EUR
PROD-1176;PC Product Discounts for DSD Clinics 2025  - Shawn Anderson - Willow Dental Group;Clinic Fee;;service;GLOBAL;true;10711.5;EUR
PROD-1177;PC Product Discounts for DSD Clinics 2025  - Silvia Collado Vega;Clinic Fee;;service;GLOBAL;true;27278.55;EUR
PROD-1178;PC Product Discounts for DSD Clinics 2025  - Simon Bate;Clinic Fee;;service;GLOBAL;true;42444.38;EUR
PROD-1179;PC Product Discounts for DSD Clinics 2025  - Souvik Sarkar - Main Street Dental;Clinic Fee;;service;GLOBAL;true;224.75;EUR
PROD-1180;PC Product Discounts for DSD Clinics 2025  - Stephan Eckrich;Clinic Fee;;service;GLOBAL;true;30038.29;EUR
PROD-1181;PC Product Discounts for DSD Clinics 2025  - Stephan Hinz;Clinic Fee;;service;GLOBAL;true;3717.68;EUR
PROD-1182;PC Product Discounts for DSD Clinics 2025  - Steve Truong - Dental 32;Clinic Fee;;service;GLOBAL;true;14637;EUR
PROD-1183;PC Product Discounts for DSD Clinics 2025  - Stuart lutton;Clinic Fee;;service;GLOBAL;true;5276.7;EUR
PROD-1184;PC Product Discounts for DSD Clinics 2025  - Susan Latimer - Dental Arts;Clinic Fee;;service;GLOBAL;true;933.75;EUR
PROD-1185;PC Product Discounts for DSD Clinics 2025  - Tâm Phan - Centre Dentaire NP;Clinic Fee;;service;GLOBAL;true;780;EUR
PROD-1186;PC Product Discounts for DSD Clinics 2025  - Thomas Fiege;Clinic Fee;;service;GLOBAL;true;11623.95;EUR
PROD-1187;PC Product Discounts for DSD Clinics 2025  - Tiffany Moncrieffe - Palm Beach Dentistry;Clinic Fee;;service;GLOBAL;true;15403.25;EUR
PROD-1188;PC Product Discounts for DSD Clinics 2025  - Todd Scheyer - Perio Health Professionals;Clinic Fee;;service;GLOBAL;true;1670;EUR
PROD-1189;PC Product Discounts for DSD Clinics 2025  - Tran Han - Mint Dental Loft;Clinic Fee;;service;GLOBAL;true;20977.5;EUR
PROD-1190;PC Product Discounts for DSD Clinics 2025  - Vanila Choudry - Guru Dentistry;Clinic Fee;;service;GLOBAL;true;2340;EUR
PROD-1191;PC Product Discounts for DSD Clinics 2025  - Victoria Holden;Clinic Fee;;service;GLOBAL;true;29017.17;EUR
PROD-1192;PC Product Discounts for DSD Clinics 2025  - Vitaliya Genieva - The Dental Bar;Clinic Fee;;service;GLOBAL;true;7757.75;EUR
PROD-1193;PC Product Discounts for DSD Clinics 2025  - Vivek Mehta - Welcome Smiles;Clinic Fee;;service;GLOBAL;true;3371;EUR
PROD-1194;PC Product Discounts for DSD Clinics 2025  - Yetunde Abayomi -Forever Smiles Dental (Onyx Dental);Clinic Fee;;service;GLOBAL;true;7490;EUR
PROD-1195;PC Product Discounts for DSD Clinics 2025  - Yusuf Surtee;Clinic Fee;;service;GLOBAL;true;6318;EUR
PROD-1196;PC Product Discounts for DSD Clinics 2025  - ZahnÃ¤rzte im Kaisersaal;Clinic Fee;;service;GLOBAL;true;6617.81;EUR
PROD-1197;Prep Kit Design;Other;;service;GLOBAL;true;100;EUR
PROD-375;Prep Kit Manufacture;Other;;service;GLOBAL;true;262.5;EUR
PROD-374;Qlone 2 licenses Annual;Other;;service;GLOBAL;true;300;EUR
PROD-366;Reschedule Fee third party courses;Course;;service;GLOBAL;true;1200;EUR
PROD-367;Restorative & Surgical Planning;Planning;;service;GLOBAL;true;0;EUR
PROD-1401;TEST ANGEL EXPLICACION LOOM;Other;;service;GLOBAL;true;0;EUR
PROD-1402;Test Event;Other;;service;GLOBAL;true;10;EUR
PROD-363;TEST_DSD Anterior Deprogrammer Design;Other;;service;GLOBAL;true;146.25;EUR
PROD-364;TEST_DSD Clic Guide Design;Other;;service;GLOBAL;true;600;EUR
PROD-365;TEST_DSD Crown Lengthening Guide Design;Other;;service;GLOBAL;true;235;EUR
PROD-378;TEST_DSD Direct Injected Design;Other;;service;GLOBAL;true;300;EUR
PROD-165;TEST_DSD Interdisciplinary;Other;;service;GLOBAL;true;0;EUR
PROD-380;TEST_DSD Lower;Other;;service;GLOBAL;true;277.5;EUR
PROD-166;TEST_DSD Perio Analysis;Other;;service;GLOBAL;true;127.5;EUR
PROD-362;TEST_DSD TAD Guide Design;Other;;service;GLOBAL;true;292.5;EUR
PROD-360;TEST_DSD Upper & Lower;Other;;service;GLOBAL;true;321.75;EUR
PROD-1348;TEST_DSD Upper and Lower;Other;;service;GLOBAL;true;54.55;EUR
PROD-1349;TEST_Motivational;Other;;service;GLOBAL;true;0;EUR
PROD-361;TEST_Ortho Planning + TPS;Planning;;service;GLOBAL;true;652.5;EUR
PROD-1346;TEST_Single Unit - DSD NR Manufacture;Other;;service;GLOBAL;true;150.55;EUR
PROD-1406;The Visionary Dentist Summit March 2026;Other;;service;GLOBAL;true;2000;EUR
PROD-1409;TPS Service;Other;;service;GLOBAL;true;250;EUR
PROD-369;Update Interdisciplinary Design;Other;;service;GLOBAL;true;825;EUR
PROD-368;Update Ortho Planning design + TPS;Planning;;service;GLOBAL;true;459;EUR
PROD-370;Update Upper & Lower design;Other;;service;GLOBAL;true;191.25;EUR
PROD-167;Update Upper or Lower design;Other;;service;GLOBAL;true;270;EUR
PROD-1413;VITA Easyshade® V, 5V  - 1 unit;Other;;service;GLOBAL;true;999;EUR
PROD-1412;WatchDSD All Access Pass - 12-month - SBOE;Other;;service;GLOBAL;true;25;EUR
